"customer_id","plan_type","billing_cycle","total_revenue","total_payments","successful_payments","failed_payments","started_date","ended_date","subscription_length_days","churned"
607,"pro","monthly",250.00,5,5,0,"2025-08-26 21:38:14+12",NULL,127,0
608,"basic","monthly",60.00,3,2,1,"2025-10-26 13:35:23+13",NULL,66,0
609,"basic","monthly",200.00,10,9,1,"2025-02-08 02:56:35+13","2025-11-21 09:18:19+13",286,1
610,"basic","monthly",20.00,1,1,0,"2025-05-15 00:15:10+12","2025-06-04 12:59:27+12",20,1
611,"basic","monthly",80.00,4,4,0,"2025-09-24 11:41:24+12",NULL,98,0
612,"basic","yearly",216.00,1,1,0,"2025-06-28 00:14:16+12",NULL,186,0
613,"pro","monthly",250.00,5,5,0,"2025-08-04 01:40:15+12",NULL,149,0
614,"basic","yearly",216.00,1,1,0,"2025-07-18 07:51:44+12",NULL,166,0
615,"basic","monthly",100.00,5,5,0,"2025-08-22 20:18:41+12",NULL,131,0
616,"basic","monthly",20.00,1,1,0,"2025-07-25 05:51:17+12","2025-08-06 19:40:32+12",12,1
617,"basic","monthly",80.00,4,3,1,"2025-09-14 18:54:04+12",NULL,108,0
618,"basic","monthly",120.00,6,6,0,"2025-06-06 16:18:07+12","2025-11-09 06:27:31+13",155,1
619,"basic","monthly",40.00,2,2,0,"2025-09-22 02:39:28+12","2025-11-07 08:51:36+13",46,1
620,"basic","monthly",160.00,8,8,0,"2025-05-10 10:39:31+12",NULL,235,0
621,"basic","monthly",80.00,4,3,1,"2025-05-07 22:01:09+12","2025-08-22 22:10:13+12",107,1
622,"basic","monthly",200.00,10,10,0,"2025-03-03 06:01:11+13",NULL,303,0
623,"pro","monthly",100.00,2,1,1,"2025-04-04 22:17:08+13","2025-05-16 08:50:02+12",41,1
624,"basic","monthly",200.00,10,10,0,"2025-03-24 03:46:00+13",NULL,282,0
625,"basic","monthly",100.00,5,5,0,"2025-08-08 14:09:00+12",NULL,145,0
626,"basic","monthly",60.00,3,3,0,"2025-10-16 19:21:26+13",NULL,76,0
627,"basic","monthly",180.00,9,9,0,"2025-04-11 03:23:29+12",NULL,264,0
628,"basic","monthly",180.00,9,9,0,"2025-04-23 13:21:05+12",NULL,252,0
629,"basic","yearly",216.00,1,1,0,"2025-08-27 16:03:17+12",NULL,126,0
630,"basic","monthly",80.00,4,4,0,"2025-09-26 00:04:34+12",NULL,96,0
631,"basic","monthly",20.00,1,1,0,"2025-12-16 18:12:57+13",NULL,15,0
632,"basic","monthly",100.00,5,4,1,"2025-08-27 20:52:24+12",NULL,126,0
633,"basic","monthly",160.00,8,8,0,"2025-05-27 12:07:49+12",NULL,218,0
634,"pro","yearly",540.00,1,1,0,"2025-03-23 20:24:49+13",NULL,283,0
635,"pro","yearly",540.00,1,1,0,"2025-04-15 19:47:02+12",NULL,260,0
636,"basic","monthly",140.00,7,7,0,"2025-05-08 02:47:49+12","2025-12-01 15:28:23+13",207,1
637,"basic","yearly",216.00,1,0,1,"2025-04-05 05:42:13+13",NULL,270,0
638,"pro","monthly",600.00,12,9,3,"2025-01-17 01:43:19+13",NULL,348,0
639,"basic","monthly",100.00,5,3,2,"2025-08-30 22:10:40+12",NULL,123,0
640,"pro","monthly",400.00,8,7,1,"2025-05-24 13:47:59+12",NULL,221,0
641,"basic","yearly",216.00,1,1,0,"2025-12-19 05:07:16+13",NULL,12,0
642,"basic","monthly",100.00,5,5,0,"2025-08-17 08:19:12+12",NULL,136,0
643,"basic","yearly",216.00,1,1,0,"2025-09-12 13:55:42+12",NULL,110,0
644,"basic","monthly",200.00,10,10,0,"2025-03-07 16:15:40+13",NULL,299,0
645,"basic","monthly",40.00,2,2,0,"2025-11-14 23:00:10+13",NULL,47,0
646,"basic","yearly",216.00,1,1,0,"2025-08-26 20:37:07+12",NULL,127,0
647,"pro","yearly",540.00,1,1,0,"2025-11-13 20:00:02+13",NULL,48,0
648,"basic","monthly",20.00,1,1,0,"2025-08-20 10:30:44+12","2025-09-10 00:43:14+12",20,1
649,"basic","monthly",40.00,2,2,0,"2025-07-20 16:23:49+12","2025-09-08 06:08:41+12",49,1
650,"basic","monthly",120.00,6,6,0,"2025-07-03 19:10:31+12",NULL,181,0
651,"basic","monthly",180.00,9,8,1,"2025-04-04 10:39:21+13",NULL,271,0
652,"basic","monthly",40.00,2,1,1,"2025-02-26 09:03:03+13","2025-04-05 14:57:48+13",38,1
653,"basic","monthly",20.00,1,1,0,"2025-12-13 09:09:44+13",NULL,18,0
654,"basic","monthly",120.00,6,6,0,"2025-07-18 15:08:31+12",NULL,166,0
655,"pro","monthly",150.00,3,3,0,"2025-10-08 23:35:50+13",NULL,84,0
656,"basic","monthly",100.00,5,5,0,"2025-07-21 23:51:57+12","2025-12-05 08:33:24+13",136,1
657,"basic","monthly",220.00,11,11,0,"2025-02-16 12:12:01+13",NULL,318,0
658,"basic","yearly",216.00,1,1,0,"2025-08-24 00:22:46+12",NULL,129,0
659,"basic","monthly",100.00,5,5,0,"2025-02-05 21:57:02+13","2025-06-11 10:33:57+12",125,1
660,"basic","monthly",200.00,10,10,0,"2025-03-17 11:28:35+13",NULL,289,0
661,"basic","monthly",100.00,5,3,2,"2025-08-11 05:44:31+12",NULL,142,0
662,"basic","monthly",140.00,7,7,0,"2025-06-08 06:11:34+12",NULL,206,0
663,"basic","yearly",216.00,1,1,0,"2025-12-12 23:46:29+13",NULL,19,0
664,"basic","monthly",40.00,2,2,0,"2025-03-10 08:58:55+13","2025-05-05 08:30:27+12",56,1
665,"basic","yearly",216.00,1,1,0,"2025-10-18 18:04:33+13",NULL,74,0
666,"pro","monthly",250.00,5,5,0,"2025-08-06 02:18:52+12",NULL,147,0
667,"basic","monthly",60.00,3,2,1,"2025-10-10 06:23:29+13",NULL,82,0
668,"basic","monthly",100.00,5,5,0,"2025-05-02 08:32:24+12","2025-09-20 02:04:50+12",140,1
669,"basic","monthly",100.00,5,5,0,"2025-08-24 17:56:01+12",NULL,129,0
670,"basic","monthly",120.00,6,5,1,"2025-07-20 23:49:39+12",NULL,163,0
671,"basic","monthly",120.00,6,6,0,"2025-07-08 22:46:04+12",NULL,176,0
672,"basic","monthly",40.00,2,2,0,"2025-11-23 06:52:24+13",NULL,38,0
673,"basic","monthly",20.00,1,1,0,"2025-12-08 05:43:31+13",NULL,23,0
674,"pro","monthly",300.00,6,6,0,"2025-06-26 05:09:39+12","2025-12-03 09:34:52+13",160,1
675,"basic","monthly",100.00,5,5,0,"2025-08-10 22:26:41+12",NULL,143,0
676,"pro","monthly",250.00,5,5,0,"2025-08-11 15:06:33+12",NULL,142,0
677,"basic","monthly",80.00,4,4,0,"2025-09-22 14:02:53+12",NULL,100,0
678,"basic","monthly",20.00,1,1,0,"2025-12-31 17:11:55+13",NULL,0,0
679,"basic","monthly",180.00,9,9,0,"2025-04-02 19:06:31+13",NULL,273,0
680,"basic","monthly",180.00,9,9,0,"2025-04-07 15:02:36+12",NULL,268,0
681,"basic","monthly",80.00,4,4,0,"2025-09-22 00:42:31+12",NULL,100,0
682,"basic","yearly",216.00,1,0,1,"2025-03-18 08:44:37+13",NULL,288,0
683,"basic","monthly",180.00,9,9,0,"2025-04-09 13:23:14+12",NULL,266,0
684,"pro","monthly",550.00,11,10,1,"2025-02-21 11:04:00+13",NULL,313,0
685,"basic","yearly",216.00,1,1,0,"2025-01-30 19:41:31+13",NULL,335,0
686,"basic","monthly",120.00,6,6,0,"2025-07-30 14:29:51+12",NULL,154,0
687,"pro","yearly",540.00,1,1,0,"2025-08-21 13:23:35+12",NULL,132,0
688,"basic","monthly",140.00,7,7,0,"2025-06-25 01:52:23+12",NULL,189,0
689,"pro","yearly",540.00,1,1,0,"2025-05-27 10:03:52+12",NULL,218,0
690,"basic","monthly",80.00,4,4,0,"2025-09-20 20:33:02+12",NULL,102,0
691,"basic","yearly",216.00,1,1,0,"2025-09-24 14:53:19+12",NULL,98,0
692,"basic","monthly",120.00,6,5,1,"2025-07-03 18:33:06+12",NULL,181,0
693,"basic","yearly",216.00,1,1,0,"2025-09-05 11:14:34+12",NULL,117,0
694,"pro","monthly",100.00,2,2,0,"2025-11-13 19:12:33+13",NULL,48,0
695,"basic","monthly",60.00,3,3,0,"2025-10-22 20:36:40+13",NULL,70,0
696,"basic","monthly",100.00,5,5,0,"2025-08-31 17:35:47+12",NULL,122,0
697,"pro","monthly",200.00,4,4,0,"2025-09-19 01:47:06+12",NULL,103,0
698,"basic","monthly",20.00,1,1,0,"2025-12-26 09:36:22+13",NULL,5,0
699,"basic","yearly",216.00,1,1,0,"2025-07-23 02:44:42+12",NULL,161,0
700,"basic","yearly",216.00,1,1,0,"2025-08-14 15:10:50+12",NULL,139,0
701,"pro","monthly",200.00,4,4,0,"2025-09-07 05:25:32+12",NULL,115,0
702,"basic","monthly",40.00,2,2,0,"2025-11-12 10:10:34+13",NULL,49,0
703,"basic","monthly",60.00,3,2,1,"2025-10-21 03:59:22+13",NULL,71,0
704,"basic","monthly",220.00,11,10,1,"2025-02-12 06:20:54+13",NULL,322,0
705,"basic","monthly",180.00,9,9,0,"2025-04-13 01:48:40+12",NULL,262,0
706,"basic","monthly",140.00,7,6,1,"2025-06-15 11:20:38+12",NULL,199,0
707,"pro","monthly",100.00,2,2,0,"2025-09-09 06:34:13+12","2025-10-29 18:55:46+13",50,1
708,"basic","yearly",216.00,1,1,0,"2025-08-14 05:59:47+12",NULL,139,0
709,"basic","monthly",60.00,3,3,0,"2025-05-09 23:28:28+12","2025-07-28 12:40:01+12",79,1
710,"pro","monthly",500.00,10,10,0,"2025-04-01 01:00:46+13",NULL,274,0
711,"basic","yearly",216.00,1,1,0,"2025-09-02 21:38:01+12",NULL,120,0
712,"basic","monthly",80.00,4,4,0,"2025-09-17 16:56:19+12",NULL,105,0
713,"basic","monthly",20.00,1,1,0,"2025-12-01 22:14:13+13",NULL,30,0
714,"pro","monthly",250.00,5,5,0,"2025-08-28 22:01:49+12",NULL,125,0
715,"basic","monthly",100.00,5,5,0,"2025-08-28 10:52:17+12",NULL,125,0
716,"basic","monthly",220.00,11,11,0,"2025-02-19 05:35:36+13",NULL,315,0
717,"basic","monthly",240.00,12,12,0,"2025-01-31 07:09:06+13",NULL,334,0
718,"basic","monthly",120.00,6,6,0,"2025-07-03 02:22:09+12",NULL,181,0
719,"pro","monthly",350.00,7,7,0,"2025-06-05 20:23:56+12",NULL,209,0
720,"basic","monthly",160.00,8,7,1,"2025-05-19 19:14:16+12",NULL,226,0
721,"basic","monthly",220.00,11,11,0,"2025-02-26 22:05:36+13",NULL,308,0
722,"basic","monthly",20.00,1,1,0,"2025-12-14 07:58:13+13",NULL,17,0
723,"basic","monthly",60.00,3,2,1,"2025-10-24 15:46:20+13",NULL,68,0
724,"basic","monthly",100.00,5,5,0,"2025-08-27 03:11:31+12",NULL,126,0
725,"basic","monthly",20.00,1,1,0,"2025-12-28 11:44:36+13",NULL,3,0
726,"basic","yearly",216.00,1,1,0,"2025-12-27 16:38:41+13",NULL,4,0
727,"basic","monthly",80.00,4,4,0,"2025-09-10 13:46:51+12",NULL,112,0
728,"basic","monthly",160.00,8,8,0,"2025-05-20 00:05:49+12",NULL,225,0
729,"basic","monthly",80.00,4,4,0,"2025-01-02 23:22:56+13","2025-04-22 03:51:22+12",109,1
730,"pro","monthly",200.00,4,4,0,"2025-09-28 01:26:59+12",NULL,94,0
731,"basic","yearly",216.00,1,1,0,"2025-07-28 15:55:49+12",NULL,156,0
732,"pro","monthly",200.00,4,4,0,"2025-09-09 11:41:54+12",NULL,113,0
733,"basic","monthly",40.00,2,1,1,"2025-11-20 13:40:49+13",NULL,41,0
734,"basic","yearly",216.00,1,1,0,"2025-04-22 00:03:19+12",NULL,253,0
735,"basic","yearly",216.00,1,0,1,"2025-08-17 13:20:34+12",NULL,136,0
736,"pro","yearly",540.00,1,1,0,"2025-09-19 16:20:32+12",NULL,103,0
737,"basic","monthly",100.00,5,5,0,"2025-08-23 19:09:03+12",NULL,130,0
738,"basic","yearly",216.00,1,1,0,"2025-02-23 12:25:28+13",NULL,311,0
739,"basic","yearly",216.00,1,1,0,"2025-06-26 07:36:32+12",NULL,188,0
740,"basic","yearly",216.00,1,1,0,"2025-06-03 19:27:18+12",NULL,211,0
741,"basic","monthly",80.00,4,4,0,"2025-09-27 00:09:08+12",NULL,95,0
742,"pro","yearly",540.00,1,1,0,"2025-11-11 15:30:36+13",NULL,50,0
743,"basic","monthly",140.00,7,7,0,"2025-06-24 13:35:25+12",NULL,190,0
744,"basic","monthly",60.00,3,3,0,"2025-09-09 14:25:32+12","2025-11-29 03:26:39+13",80,1
745,"basic","monthly",160.00,8,8,0,"2025-05-15 10:08:48+12",NULL,230,0
746,"pro","monthly",50.00,1,0,1,"2025-12-06 04:35:12+13",NULL,25,0
747,"pro","monthly",150.00,3,3,0,"2025-10-17 01:41:36+13",NULL,75,0
748,"basic","monthly",100.00,5,4,1,"2025-08-08 05:39:47+12",NULL,145,0
749,"pro","monthly",300.00,6,4,2,"2025-07-17 19:15:04+12",NULL,167,0
750,"pro","monthly",350.00,7,7,0,"2025-06-10 01:20:43+12",NULL,204,0
751,"basic","yearly",216.00,1,1,0,"2025-07-01 06:05:07+12",NULL,183,0
752,"basic","monthly",20.00,1,0,1,"2025-12-23 02:27:23+13",NULL,8,0
753,"basic","monthly",120.00,6,5,1,"2025-07-12 18:20:22+12",NULL,172,0
754,"pro","monthly",250.00,5,5,0,"2025-08-21 08:01:49+12",NULL,132,0
755,"basic","monthly",20.00,1,1,0,"2025-12-10 18:22:39+13",NULL,21,0
756,"basic","monthly",80.00,4,4,0,"2025-09-28 03:39:09+13",NULL,94,0
757,"basic","monthly",100.00,5,4,1,"2025-08-15 13:59:52+12",NULL,138,0
758,"basic","monthly",120.00,6,5,1,"2025-07-08 18:43:23+12",NULL,176,0
759,"basic","monthly",140.00,7,7,0,"2025-04-06 11:54:05+12","2025-10-16 05:30:11+13",192,1
760,"basic","monthly",120.00,6,6,0,"2025-07-05 11:03:15+12",NULL,179,0
761,"basic","yearly",216.00,1,1,0,"2025-09-20 16:55:53+12",NULL,102,0
762,"basic","yearly",216.00,1,1,0,"2025-08-27 21:00:21+12",NULL,126,0
763,"basic","monthly",80.00,4,4,0,"2025-09-23 15:19:28+12",NULL,99,0
764,"basic","monthly",160.00,8,8,0,"2025-04-16 12:21:13+12","2025-12-03 10:10:34+13",230,1
765,"basic","monthly",100.00,5,5,0,"2025-08-25 05:13:13+12",NULL,128,0
766,"basic","monthly",40.00,2,2,0,"2025-11-19 05:48:16+13",NULL,42,0
767,"pro","monthly",300.00,6,5,1,"2025-07-19 03:39:46+12",NULL,165,0
768,"basic","monthly",80.00,4,4,0,"2025-09-06 10:44:42+12",NULL,116,0
769,"basic","yearly",216.00,1,1,0,"2025-03-02 01:37:57+13",NULL,304,0
770,"pro","monthly",50.00,1,1,0,"2025-12-23 05:02:16+13",NULL,8,0
771,"basic","monthly",100.00,5,5,0,"2025-08-06 13:18:12+12",NULL,147,0
772,"basic","monthly",160.00,8,8,0,"2025-05-27 10:39:17+12",NULL,218,0
773,"basic","yearly",216.00,1,1,0,"2025-03-03 03:41:00+13",NULL,303,0
774,"basic","monthly",100.00,5,5,0,"2025-08-04 00:42:17+12",NULL,149,0
775,"basic","monthly",80.00,4,4,0,"2025-08-23 09:23:55+12","2025-12-04 16:30:05+13",103,1
776,"basic","yearly",216.00,1,1,0,"2025-02-04 13:18:55+13",NULL,330,0
777,"basic","monthly",20.00,1,1,0,"2025-12-30 09:24:14+13",NULL,1,0
778,"basic","yearly",216.00,1,1,0,"2025-11-14 05:45:06+13",NULL,47,0
779,"basic","monthly",120.00,6,5,1,"2025-07-29 22:31:55+12",NULL,155,0
780,"basic","yearly",216.00,1,1,0,"2025-03-21 06:05:11+13",NULL,285,0
781,"basic","monthly",40.00,2,2,0,"2025-10-08 05:29:35+13","2025-11-11 08:56:08+13",34,1
782,"pro","monthly",250.00,5,5,0,"2025-08-31 10:01:02+12",NULL,122,0
783,"basic","yearly",216.00,1,1,0,"2025-09-09 04:19:21+12",NULL,113,0
784,"basic","monthly",100.00,5,5,0,"2025-08-17 00:47:10+12",NULL,136,0
785,"basic","monthly",160.00,8,7,1,"2025-05-01 23:43:22+12",NULL,243,0
786,"pro","monthly",150.00,3,3,0,"2025-10-13 09:19:15+13",NULL,79,0
787,"pro","monthly",50.00,1,1,0,"2025-12-17 21:51:03+13",NULL,14,0
788,"basic","yearly",216.00,1,1,0,"2025-05-21 20:56:24+12",NULL,224,0
789,"basic","monthly",100.00,5,5,0,"2025-08-29 12:35:17+12",NULL,124,0
790,"pro","monthly",300.00,6,6,0,"2025-07-08 16:21:57+12",NULL,176,0
791,"pro","monthly",100.00,2,2,0,"2025-11-14 10:08:05+13",NULL,47,0
792,"basic","monthly",100.00,5,5,0,"2025-08-25 00:33:43+12",NULL,128,0
793,"pro","monthly",100.00,2,2,0,"2025-11-21 09:43:14+13",NULL,40,0
794,"pro","monthly",100.00,2,2,0,"2025-11-14 20:36:09+13",NULL,47,0
795,"basic","monthly",40.00,2,2,0,"2025-05-14 21:58:38+12","2025-07-14 02:17:00+12",60,1
796,"basic","monthly",60.00,3,3,0,"2025-10-12 03:34:08+13",NULL,80,0
797,"basic","monthly",120.00,6,6,0,"2025-07-08 08:08:37+12",NULL,176,0
798,"basic","yearly",216.00,1,1,0,"2025-12-19 10:51:12+13",NULL,12,0
799,"basic","monthly",100.00,5,5,0,"2025-08-28 16:19:44+12",NULL,125,0
800,"basic","monthly",60.00,3,3,0,"2025-10-24 05:58:08+13",NULL,68,0
801,"basic","yearly",216.00,1,1,0,"2025-05-14 16:41:59+12",NULL,231,0
802,"basic","monthly",40.00,2,1,1,"2025-06-19 17:20:04+12","2025-08-11 18:17:04+12",53,1
803,"basic","monthly",100.00,5,5,0,"2025-08-19 05:46:07+12",NULL,134,0
804,"basic","monthly",20.00,1,1,0,"2025-12-06 23:53:56+13",NULL,25,0
805,"pro","monthly",250.00,5,5,0,"2025-08-06 11:01:48+12",NULL,147,0
806,"basic","monthly",200.00,10,8,2,"2025-03-12 02:26:19+13",NULL,294,0
807,"basic","yearly",216.00,1,1,0,"2025-08-16 11:59:52+12",NULL,137,0
808,"basic","monthly",140.00,7,6,1,"2025-06-30 08:59:47+12",NULL,184,0
809,"basic","monthly",100.00,5,5,0,"2025-08-09 16:49:12+12",NULL,144,0
810,"basic","monthly",100.00,5,5,0,"2025-08-04 16:11:01+12",NULL,149,0
811,"basic","monthly",120.00,6,6,0,"2025-07-26 07:39:17+12",NULL,158,0
812,"pro","monthly",350.00,7,7,0,"2025-06-21 06:39:14+12",NULL,193,0
813,"pro","monthly",250.00,5,5,0,"2025-04-20 19:14:43+12","2025-08-25 15:26:21+12",126,1
814,"basic","monthly",80.00,4,3,1,"2025-09-01 23:05:44+12",NULL,120,0
815,"basic","monthly",100.00,5,5,0,"2025-08-26 03:08:32+12",NULL,127,0
816,"basic","monthly",160.00,8,7,1,"2025-05-29 07:30:45+12",NULL,216,0
817,"basic","monthly",60.00,3,3,0,"2025-10-22 00:11:54+13",NULL,70,0
818,"pro","monthly",400.00,8,8,0,"2025-01-14 04:30:08+13","2025-08-17 10:11:51+12",215,1
819,"pro","monthly",200.00,4,4,0,"2025-09-06 18:14:02+12",NULL,116,0
820,"basic","monthly",80.00,4,4,0,"2025-09-14 12:59:17+12",NULL,108,0
821,"pro","monthly",150.00,3,3,0,"2025-11-01 02:14:47+13",NULL,60,0
822,"basic","monthly",120.00,6,6,0,"2025-07-22 18:48:13+12",NULL,162,0
823,"pro","yearly",540.00,1,1,0,"2025-09-03 17:59:28+12",NULL,119,0
824,"basic","monthly",60.00,3,3,0,"2025-10-29 08:31:44+13",NULL,63,0
825,"basic","yearly",216.00,1,1,0,"2025-12-12 03:56:15+13",NULL,19,0
826,"basic","monthly",100.00,5,5,0,"2025-08-15 00:49:02+12",NULL,138,0
827,"basic","monthly",240.00,12,12,0,"2025-01-21 12:52:24+13",NULL,344,0
828,"pro","monthly",250.00,5,5,0,"2025-08-24 22:25:39+12",NULL,129,0
829,"basic","yearly",216.00,1,1,0,"2025-09-01 11:36:38+12",NULL,121,0
830,"basic","monthly",40.00,2,2,0,"2025-11-19 05:41:56+13",NULL,42,0
831,"basic","yearly",216.00,1,1,0,"2025-11-23 14:33:06+13",NULL,38,0
832,"basic","monthly",120.00,6,6,0,"2025-07-16 02:52:56+12",NULL,168,0
833,"basic","yearly",216.00,1,1,0,"2025-08-02 19:33:34+12",NULL,151,0
834,"basic","yearly",216.00,1,1,0,"2025-07-14 11:02:35+12",NULL,170,0
835,"basic","monthly",20.00,1,1,0,"2025-09-14 04:48:40+12","2025-09-26 16:04:21+12",12,1
836,"pro","monthly",300.00,6,6,0,"2025-07-31 13:12:18+12",NULL,153,0
837,"basic","yearly",216.00,1,1,0,"2025-09-16 00:56:19+12",NULL,106,0
838,"pro","monthly",500.00,10,10,0,"2025-03-25 22:29:10+13",NULL,281,0
839,"basic","monthly",120.00,6,6,0,"2025-07-14 21:39:58+12",NULL,170,0
840,"pro","monthly",50.00,1,1,0,"2025-12-03 11:33:57+13",NULL,28,0
841,"basic","monthly",140.00,7,7,0,"2025-06-06 02:53:41+12",NULL,208,0
842,"basic","monthly",80.00,4,4,0,"2025-09-15 14:46:32+12",NULL,107,0
843,"basic","monthly",80.00,4,4,0,"2025-09-04 17:49:37+12",NULL,118,0
844,"basic","yearly",216.00,1,1,0,"2025-11-30 11:34:08+13",NULL,31,0
845,"basic","monthly",40.00,2,2,0,"2025-11-14 02:20:28+13",NULL,47,0
846,"basic","monthly",40.00,2,2,0,"2025-11-01 18:29:37+13",NULL,60,0
847,"basic","monthly",120.00,6,6,0,"2025-07-30 10:57:12+12",NULL,154,0
848,"basic","monthly",140.00,7,6,1,"2025-06-30 02:05:16+12",NULL,184,0
849,"pro","yearly",540.00,1,1,0,"2025-09-12 10:41:58+12",NULL,110,0
850,"basic","monthly",80.00,4,4,0,"2025-09-23 17:45:46+12",NULL,99,0
851,"basic","monthly",40.00,2,1,1,"2025-11-04 15:07:45+13",NULL,57,0
852,"basic","monthly",240.00,12,12,0,"2025-01-16 09:23:05+13",NULL,349,0
853,"basic","yearly",216.00,1,1,0,"2025-02-18 11:24:46+13",NULL,316,0
854,"basic","yearly",216.00,1,1,0,"2025-09-27 04:39:10+12",NULL,95,0
855,"basic","monthly",40.00,2,2,0,"2025-11-14 06:24:02+13",NULL,47,0
856,"basic","monthly",20.00,1,1,0,"2025-12-25 18:58:21+13",NULL,6,0
857,"basic","monthly",80.00,4,4,0,"2025-09-20 09:55:09+12",NULL,102,0
858,"pro","monthly",100.00,2,2,0,"2025-07-06 16:11:49+12","2025-08-14 08:38:49+12",38,1
859,"basic","monthly",20.00,1,1,0,"2025-02-23 14:26:19+13","2025-03-06 23:58:39+13",11,1
860,"basic","monthly",20.00,1,0,1,"2025-09-11 11:49:28+12","2025-10-10 04:24:10+13",28,1
861,"basic","monthly",40.00,2,2,0,"2025-11-11 09:11:07+13",NULL,50,0
862,"basic","monthly",120.00,6,6,0,"2025-07-29 16:12:00+12",NULL,155,0
863,"basic","monthly",80.00,4,4,0,"2025-09-20 20:00:29+12",NULL,102,0
864,"basic","monthly",40.00,2,2,0,"2025-11-17 04:34:51+13",NULL,44,0
865,"basic","monthly",120.00,6,6,0,"2025-01-02 08:56:31+13","2025-06-03 06:59:22+12",151,1
866,"basic","monthly",60.00,3,3,0,"2025-10-08 19:37:42+13",NULL,84,0
867,"basic","monthly",140.00,7,6,1,"2025-06-17 02:26:28+12",NULL,197,0
868,"basic","monthly",100.00,5,5,0,"2025-07-04 07:38:00+12","2025-11-28 21:56:18+13",147,1
869,"basic","monthly",200.00,10,9,1,"2025-03-09 06:17:39+13",NULL,297,0
870,"basic","monthly",100.00,5,5,0,"2025-08-22 05:52:52+12",NULL,131,0
871,"basic","monthly",60.00,3,3,0,"2025-08-07 13:11:09+12","2025-10-12 11:12:20+13",65,1
872,"basic","monthly",60.00,3,3,0,"2025-10-03 09:22:02+13",NULL,89,0
873,"basic","monthly",180.00,9,9,0,"2025-04-05 14:42:36+13",NULL,270,0
874,"basic","monthly",220.00,11,11,0,"2025-02-28 08:19:21+13",NULL,306,0
875,"pro","monthly",100.00,2,2,0,"2025-11-30 15:03:06+13",NULL,31,0
876,"pro","monthly",250.00,5,4,1,"2025-08-14 17:10:43+12",NULL,139,0
877,"basic","monthly",160.00,8,7,1,"2025-05-11 07:42:44+12",NULL,234,0
878,"basic","yearly",216.00,1,1,0,"2025-11-24 08:36:50+13",NULL,37,0
879,"basic","monthly",120.00,6,5,1,"2025-03-18 18:29:47+13","2025-09-02 07:43:15+12",167,1
880,"basic","monthly",120.00,6,6,0,"2025-07-19 23:59:02+12",NULL,164,0
881,"basic","yearly",216.00,1,1,0,"2025-05-03 21:20:23+12",NULL,242,0
882,"basic","monthly",160.00,8,8,0,"2025-05-30 00:52:04+12",NULL,215,0
883,"basic","monthly",240.00,12,12,0,"2025-01-26 02:53:35+13",NULL,339,0
884,"basic","yearly",216.00,1,1,0,"2025-10-03 22:30:08+13",NULL,89,0
885,"basic","monthly",40.00,2,1,1,"2025-11-05 11:55:17+13",NULL,56,0
886,"basic","monthly",60.00,3,3,0,"2025-09-12 04:26:33+12","2025-11-27 23:40:01+13",76,1
887,"basic","monthly",180.00,9,9,0,"2025-03-08 11:13:39+13","2025-11-17 03:48:05+13",253,1
888,"pro","yearly",540.00,1,1,0,"2025-07-02 15:36:46+12",NULL,182,0
889,"basic","monthly",40.00,2,2,0,"2025-06-22 04:05:30+12","2025-08-08 06:55:53+12",47,1
890,"basic","monthly",20.00,1,1,0,"2025-08-25 10:38:59+12","2025-09-12 04:42:23+12",17,1
891,"basic","monthly",80.00,4,4,0,"2025-09-27 10:18:27+12",NULL,95,0
892,"basic","monthly",120.00,6,5,1,"2025-07-20 22:16:33+12",NULL,164,0
893,"basic","monthly",140.00,7,7,0,"2025-05-20 07:22:59+12","2025-12-10 07:33:31+13",203,1
894,"basic","monthly",60.00,3,3,0,"2025-10-06 08:36:31+13",NULL,86,0
895,"basic","monthly",180.00,9,9,0,"2025-04-18 11:40:31+12",NULL,257,0
896,"basic","monthly",120.00,6,6,0,"2025-07-16 17:56:39+12",NULL,168,0
897,"basic","monthly",100.00,5,5,0,"2025-08-09 10:18:12+12",NULL,144,0
898,"basic","monthly",160.00,8,7,1,"2025-05-01 15:01:29+12",NULL,244,0
899,"basic","monthly",80.00,4,4,0,"2025-08-21 15:47:54+12","2025-11-30 19:27:18+13",101,1
900,"basic","yearly",216.00,1,1,0,"2025-08-08 07:26:26+12","2025-08-14 22:54:40+12",6,1
901,"pro","monthly",50.00,1,1,0,"2025-12-02 23:22:35+13",NULL,29,0
902,"basic","monthly",100.00,5,5,0,"2025-06-27 08:13:00+12","2025-11-13 11:37:27+13",139,1
903,"pro","monthly",50.00,1,1,0,"2025-12-21 19:44:18+13",NULL,10,0
904,"pro","yearly",540.00,1,0,1,"2025-09-09 14:19:19+12",NULL,113,0
905,"pro","monthly",400.00,8,8,0,"2025-05-18 05:20:49+12",NULL,227,0
906,"basic","monthly",100.00,5,5,0,"2025-08-01 15:43:21+12",NULL,152,0
907,"basic","monthly",80.00,4,4,0,"2025-09-12 00:46:36+12",NULL,110,0
908,"basic","monthly",80.00,4,4,0,"2025-09-20 12:53:11+12",NULL,102,0
909,"pro","monthly",300.00,6,6,0,"2025-01-07 23:53:21+13","2025-06-17 09:37:27+12",160,1
910,"basic","monthly",100.00,5,4,1,"2025-08-31 09:30:58+12",NULL,122,0
911,"basic","monthly",100.00,5,5,0,"2025-08-16 13:41:08+12",NULL,137,0
